gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,0,0,0.7222222222222222,1,1,0,1,0,1,0,0,0,2,0,0,0.41393034825870645,0.35592545580429263,0
0,1,0,0,0.1111111111111111,1,1,1,0,0,0,0,0,0,0,1,2,0.572139303482587,0.06778790676205862,1
0,0,0,0,0.9444444444444444,1,1,0,0,1,1,0,1,1,2,1,2,0.6208955223880598,0.6129009923840295,0
1,0,1,1,0.9583333333333333,1,0,2,0,0,0,0,0,0,1,1,1,0.02288557213930348,0.15973921070851604,0
0,0,1,0,0.5833333333333333,1,1,0,1,1,0,1,0,0,0,1,1,0.4791044776119403,0.3126009693053312,0
0,0,0,0,0.6944444444444444,1,0,1,0,1,0,1,1,1,2,1,3,0.8154228855721393,0.5792349411493192,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.008457711442786064,3.4618047542118394e-05,1
1,1,1,0,0.013888888888888888,1,1,1,1,0,0,0,0,0,0,1,2,0.617412935323383,0.007096699746134318,1
1,0,1,0,0.4583333333333333,1,0,0,0,0,0,0,0,0,0,1,1,0.2616915422885572,0.16660512347103623,0
0,0,0,0,0.09722222222222221,1,0,2,0,0,0,0,0,0,0,0,3,0.020895522388059695,0.015208862220170781,0
1,0,1,1,0.8888888888888888,1,1,1,1,1,1,0,0,0,0,1,2,0.7318407960199005,0.6856335102700207,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,1,0,0,0,0,1,2,0.5636815920398011,0.006473574890376183,1
1,0,0,0,0.8194444444444444,1,0,2,0,0,0,0,0,0,2,1,0,0.019402985074626844,0.13541426263558737,0
0,0,1,0,0.08333333333333333,1,1,0,0,0,0,0,0,0,0,0,2,0.31940298507462683,0.03412762520193861,0
0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,3,0.00547263681592039,0.0042926378952227095,0
0,0,1,0,0.20833333333333331,1,0,2,0,0,0,0,0,0,0,0,1,0.021890547263681587,0.03600276944380337,0
1,0,1,1,0.18055555555555555,1,0,0,0,0,0,0,1,1,1,1,2,0.4626865671641791,0.09907108239095316,0
0,0,0,0,0.3194444444444444,1,1,1,0,1,0,0,1,1,0,1,1,0.800497512437811,0.25736210477729055,0
1,1,1,0,0.4305555555555555,1,1,1,1,0,0,0,1,0,0,0,2,0.708457711442786,0.32181513962612507,0
1,0,0,0,0.40277777777777773,1,0,0,1,1,0,1,0,0,1,1,2,0.4029850746268656,0.19356104315716596,0
0,0,1,0,0.6805555555555555,1,0,2,0,0,0,0,0,0,1,0,1,0.024378109452736302,0.11692245557350565,0
0,0,1,0,0.7777777777777777,1,1,1,0,0,0,0,1,0,0,1,0,0.6701492537313432,0.5635818139856912,0
0,0,0,0,0.875,1,1,0,1,1,1,1,0,1,2,1,1,0.617412935323383,0.5742614816524348,0
1,0,1,0,0.875,1,1,0,0,0,1,1,1,1,2,0,1,0.6124378109452736,0.5787272097853682,0
1,1,1,1,0.3333333333333333,1,1,1,1,0,0,0,0,0,0,1,2,0.6129353233830845,0.21220286175859682,0
1,1,1,0,0.5,1,0,0,0,0,1,1,0,0,1,0,1,0.3567164179104477,0.2277925225017309,0
0,1,0,0,0.125,1,0,1,0,0,0,0,1,0,0,1,2,0.6228855721393034,0.08456612047080544,1
1,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,2,0.06467661691542287,0.005556196630510039,1
0,0,1,0,0.29166666666666663,1,0,0,1,0,1,1,1,1,1,0,3,0.6233830845771144,0.19572467112854836,0
1,0,1,1,0.18055555555555555,1,1,2,0,0,0,0,0,0,1,0,0,0.062189054726368154,0.03747980613893377,0
1,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,0,0.018905472636815884,0.00015578121393953342,0
0,0,1,1,0.3472222222222222,1,0,2,0,0,0,0,0,0,1,0,3,0.01791044776119402,0.05784675744288023,0
1,0,1,1,0.986111111111111,1,0,2,0,0,0,0,0,0,2,1,0,0.013432835820895522,0.15793330256173554,0
1,0,0,0,0.9166666666666666,1,1,1,1,1,1,1,1,1,1,1,0,0.9557213930348257,0.8498615278098315,0
0,0,0,0,0.625,1,0,1,1,1,0,0,1,1,1,1,2,0.8164179104477611,0.5152492499423033,0
0,0,1,0,0.3055555555555555,1,0,1,0,0,0,0,1,0,0,1,1,0.6144278606965173,0.19474382644818833,0
0,0,1,0,0.9305555555555555,1,0,2,0,0,0,0,0,0,1,1,0,0.025870646766169153,0.15100392337872146,0
0,0,1,0,0.9444444444444444,1,1,1,0,0,1,0,1,0,2,1,0,0.7134328358208956,0.6872259404569583,0
0,0,1,1,0.0,1,0,2,0,0,0,0,0,0,2,0,3,0.01741293532338306,0.00013847219016847444,0
0,1,0,0,0.6805555555555555,1,1,1,0,0,1,0,0,1,0,1,1,0.7223880597014924,0.5189303023309486,1
0,1,0,0,0.05555555555555555,1,1,0,0,0,0,0,0,0,0,0,3,0.3034825870646766,0.01858412185552735,0
1,0,1,0,0.875,1,1,0,1,1,1,1,0,1,1,0,1,0.6144278606965173,0.5794368797599815,0
0,0,1,0,0.027777777777777776,1,0,1,0,1,1,0,0,0,0,0,0,0.6114427860696517,0.016870528502192474,1
1,0,0,0,0.29166666666666663,1,0,2,0,0,0,0,0,0,1,1,3,0.020895522388059695,0.04660743134087238,0
1,0,1,1,0.7638888888888888,1,0,0,1,1,0,1,0,0,2,0,0,0.3910447761194029,0.3493653357950612,1
1,0,0,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,3,0.019900497512437804,0.00016732056312024,0
0,0,0,0,0.2361111111111111,1,0,2,0,0,0,0,0,0,2,0,3,0.011442786069651711,0.03914724209554582,0
1,0,0,0,0.41666666666666663,1,1,1,1,0,0,0,1,1,0,1,0,0.8174129353233831,0.3366547426725133,0
1,0,1,1,0.3055555555555555,1,0,0,1,1,0,1,0,0,0,1,3,0.3950248756218906,0.14458804523424879,0
0,0,0,0,0.125,1,0,0,0,0,0,1,1,0,0,1,0,0.4104477611940298,0.05899492268636049,0
1,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.009452736318407956,4.6157396722824526e-05,0
0,0,1,0,0.29166666666666663,1,1,1,0,0,0,0,0,1,0,1,2,0.6791044776119403,0.20654281098546043,1
1,0,0,0,0.2638888888888889,1,1,0,0,0,1,1,0,0,0,0,2,0.41094527363184075,0.12990999307639048,0
0,0,1,1,0.9583333333333333,1,1,1,0,1,1,0,1,1,0,1,2,0.8527363184079603,0.8571543964920378,1
1,1,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,2,0.0681592039800995,0.000726978998384491,1
0,0,1,0,1.0,1,1,1,1,1,1,1,1,0,2,1,0,0.8527363184079603,0.8698476805908146,0
1,0,1,1,0.9722222222222222,1,1,0,1,0,1,0,1,0,2,0,1,0.5044776119402985,0.5584929609969997,0
0,0,0,0,0.9166666666666666,1,1,1,1,1,1,1,0,1,0,1,0,0.8442786069651741,0.7588506808216017,0
0,0,1,1,0.09722222222222221,0,0,0,0,0,0,0,0,0,0,1,2,0.06417910447761191,0.015030002307869838,0
0,1,1,1,0.6388888888888888,1,1,1,1,1,0,1,1,1,0,1,2,0.9149253731343284,0.5715785829679206,0
1,0,0,0,0.5416666666666666,0,0,0,1,1,0,1,1,0,0,1,1,0.3054726368159204,0.21486845141933994,1
0,0,1,1,0.4444444444444444,1,1,0,0,1,1,0,0,0,0,0,0,0.4398009950248757,0.2338737595199631,0
1,0,0,0,0.3333333333333333,1,0,1,0,1,1,0,0,1,0,1,2,0.7094527363184079,0.25021347795984306,0
1,0,1,1,0.08333333333333333,1,0,1,0,1,0,0,0,1,0,1,1,0.6497512437810945,0.05293676436648974,1
0,0,0,0,0.5138888888888888,1,1,0,1,1,1,1,1,0,0,1,1,0.6034825870646766,0.34135125778906067,0
1,0,0,1,0.1111111111111111,1,0,2,0,0,0,0,0,0,0,0,3,0.020895522388059695,0.018451419339949225,0
0,0,1,1,1.0,1,1,0,1,0,1,0,1,0,2,1,0,0.5293532338308458,0.5777809831525502,0
1,1,1,0,0.986111111111111,0,0,0,1,1,1,1,0,0,2,0,1,0.2796019900497512,0.3847911377798292,0
0,0,1,0,0.2222222222222222,1,0,1,0,1,0,0,1,1,0,1,0,0.7601990049751244,0.16643780290791602,0
0,0,1,0,0.7916666666666666,0,0,0,1,0,1,1,0,1,0,1,0,0.31492537313432833,0.3189014539579968,0
1,0,0,0,0.9166666666666666,1,1,2,0,0,0,0,0,0,1,0,0,0.07164179104477608,0.1939014539579968,0
0,1,0,0,0.2361111111111111,1,0,1,0,1,1,0,1,0,0,1,2,0.7054726368159204,0.1705631202400185,1
0,0,0,1,0.29166666666666663,1,0,2,0,0,0,0,0,0,0,0,3,0.02487562189054726,0.05001153934918071,0
1,0,1,0,0.9166666666666666,1,1,0,1,1,1,0,0,0,2,1,1,0.4761194029850746,0.5088449111470112,0
0,0,1,0,0.2361111111111111,1,1,0,0,1,0,0,1,1,0,1,0,0.5686567164179105,0.1504442649434572,0
1,0,0,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,3,0.5194029850746269,0.005960073851834756,1
1,0,1,0,0.8055555555555555,1,0,0,1,1,1,0,0,0,1,0,1,0.41840796019900495,0.40906992845603507,1
0,0,1,1,0.1111111111111111,1,0,2,0,0,0,0,0,0,0,0,1,0.027860696517412936,0.013956842834064159,0
1,0,0,0,0.375,1,0,0,1,0,1,1,1,0,1,0,1,0.508457711442786,0.220228479113778,0
1,0,1,0,0.4722222222222222,1,1,1,0,1,0,0,0,1,0,0,3,0.7024875621890546,0.34403992614816525,0
1,0,0,0,0.41666666666666663,1,0,1,0,1,0,0,1,1,1,1,0,0.7835820895522387,0.3464689591507039,0
1,0,0,0,0.4583333333333333,1,0,0,0,1,1,0,1,0,0,1,1,0.4791044776119403,0.25693514885760443,0
1,0,0,1,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,0,2,0.06467661691542287,0.0006865912762520194,1
1,0,1,1,0.19444444444444442,1,1,0,1,1,0,0,0,1,0,0,3,0.5069651741293533,0.10683706438956843,0
0,0,0,1,0.2222222222222222,1,1,1,0,0,0,1,0,0,1,1,1,0.6094527363184079,0.14371105469651513,0
0,0,0,0,0.6805555555555555,1,0,1,0,0,1,1,1,1,2,0,1,0.8199004975124379,0.5653069466882068,0
1,0,1,1,0.2638888888888889,1,1,1,0,0,1,1,1,1,0,0,2,0.8462686567164178,0.2300830833141011,1
0,0,1,1,0.9722222222222222,1,1,0,1,1,1,1,1,0,2,0,0,0.6114427860696517,0.6605700438495269,0
0,0,1,1,0.4444444444444444,1,0,0,1,1,0,1,0,0,0,0,0,0.4293532338308458,0.21299907685206557,0
0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,1,2,0.5129353233830846,0.13880106162012465,0
1,0,0,0,0.5138888888888888,0,0,0,1,1,0,1,0,0,2,1,3,0.22189054726368157,0.15832564043387953,0
0,0,0,0,0.05555555555555555,1,1,1,0,0,0,0,0,0,0,1,2,0.5711442786069653,0.03271982460189246,0
0,0,1,0,0.2222222222222222,1,1,1,1,1,1,0,0,0,0,0,2,0.7208955223880598,0.1564851142395569,0
1,0,1,0,0.2361111111111111,1,1,1,0,1,0,0,0,0,0,1,0,0.6194029850746269,0.15210016155088854,0
0,0,0,1,0.2638888888888889,1,0,0,1,1,1,0,0,0,0,1,2,0.42139303482587065,0.1475882760212324,0
1,0,1,0,0.8333333333333333,1,1,1,0,0,1,0,1,1,2,0,1,0.8248756218905472,0.6979690745441957,0
1,0,1,1,0.7083333333333333,1,1,2,0,0,0,0,0,0,2,1,3,0.06666666666666665,0.13887029771520887,0
1,0,1,1,0.38888888888888884,1,0,2,0,0,0,0,0,0,2,1,1,0.020398009950248763,0.05413685668128318,0
1,0,0,0,0.5972222222222222,1,0,0,0,1,0,0,0,1,2,1,2,0.41542288557213924,0.2919166858989153,0
1,0,1,0,0.5833333333333333,1,0,2,0,0,0,0,0,0,2,0,2,0.019900497512437804,0.0942418647588276,0
1,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,1,0,0,1,2,0.599502487562189,0.02576159704592661,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,3,0.26368159203980096,0.002994461112393261,0
0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,3,0.015920398009950265,0.0051869374567274406,1
0,0,0,0,0.875,1,1,1,1,1,1,0,1,0,2,0,1,0.7935323383084577,0.7153992614816524,0
1,1,0,0,0.041666666666666664,1,0,1,0,0,0,0,1,0,0,1,2,0.6134328358208956,0.027936764366489727,1
1,0,1,0,0.9444444444444444,1,1,1,1,1,0,1,1,1,0,1,2,0.8900497512437812,0.842614816524348,0
0,1,0,0,0.41666666666666663,1,1,1,0,1,0,0,1,1,0,1,2,0.8104477611940298,0.3402434802677129,1
0,0,0,0,0.8333333333333333,1,1,1,0,1,1,0,1,1,2,0,2,0.8601990049751244,0.728709900761597,0
1,0,0,0,0.20833333333333331,1,1,0,0,1,0,1,0,0,0,1,1,0.4014925373134328,0.10626586660512348,1
1,1,0,0,0.625,1,1,1,0,0,0,0,1,1,0,1,0,0.7527363184079602,0.48251211631663976,0
0,0,1,0,0.9722222222222222,1,0,0,1,1,1,1,1,1,2,0,1,0.6786069651741293,0.684444957304408,0
1,0,1,0,0.1388888888888889,1,1,1,0,0,1,0,1,1,0,1,2,0.7985074626865671,0.11758019847680591,1
1,0,0,0,0.05555555555555555,1,0,2,0,0,0,0,0,0,0,0,3,0.011442786069651711,0.00860835448880683,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,1,0,0,0,0,1,3,0.3203980099502488,0.003652204015693515,1
0,0,1,0,0.9444444444444444,1,1,2,0,0,0,0,0,0,2,1,1,0.06666666666666665,0.1841795522732518,0
1,0,1,1,0.3055555555555555,1,0,1,1,0,0,0,0,0,0,0,0,0.5646766169154228,0.1794541887837526,0
1,0,1,1,0.5277777777777778,1,1,1,0,1,1,0,1,0,0,1,2,0.7601990049751244,0.41605123471036237,1
0,0,0,0,0.013888888888888888,1,1,1,0,1,0,0,1,1,0,1,1,0.8159203980099502,0.009398799907685208,1
1,0,1,0,0.25,1,0,1,0,0,1,1,0,0,0,0,2,0.5965174129353233,0.16731479344564967,0
1,0,0,0,0.40277777777777773,1,0,1,0,0,0,1,1,1,0,1,2,0.7557213930348259,0.2987306715901223,0
0,0,0,0,0.2222222222222222,1,1,1,0,0,1,0,0,1,0,1,2,0.6985074626865672,0.16193168705285022,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5134328358208955,0.0058908377567505185,1
1,0,0,0,0.16666666666666666,1,0,1,1,0,1,0,0,0,0,0,0,0.6313432835820896,0.09690745441957074,1
1,0,0,0,0.4305555555555555,0,0,0,0,0,1,0,1,1,1,1,2,0.31641791044776113,0.17362104777290563,0
1,0,0,0,0.05555555555555555,1,0,1,0,0,0,0,0,1,0,1,2,0.6134328358208956,0.03525271174705747,1
0,0,1,0,0.6666666666666666,1,1,0,0,0,1,1,0,1,1,1,3,0.5104477611940298,0.3942764828063697,0
0,0,0,0,0.20833333333333331,1,1,2,0,0,0,0,0,0,0,1,1,0.07114427860696515,0.04394184168012925,1
1,0,0,0,0.6944444444444444,1,0,1,1,1,1,1,0,0,1,1,1,0.7149253731343282,0.5228075236556659,0
1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,0,0,1,0,0.2626865671641791,0.03504500346180476,0
1,1,1,0,0.5694444444444444,1,1,1,1,0,1,0,0,0,0,1,0,0.6517412935323383,0.37557696745903535,1
1,0,1,1,0.9444444444444444,1,0,1,1,0,1,0,0,0,2,0,1,0.617910447761194,0.6180879298407569,0
0,1,1,0,0.3611111111111111,1,1,1,0,0,1,0,1,1,0,1,0,0.7945273631840796,0.28754904223401795,0
1,0,0,0,0.7916666666666666,0,0,0,0,0,1,1,1,1,2,0,1,0.34925373134328364,0.35440226171243944,0
0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,2,0.012935323383084563,0.004875375028848373,0
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.026368159203980085,0.00024232633279483006,1
1,0,1,1,0.2638888888888889,1,0,0,1,0,0,0,0,0,1,1,0,0.3054726368159204,0.10810062312485577,0
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,1,0,0,1,2,0.3577114427860697,0.01403184860373875,0
0,0,0,0,0.8194444444444444,1,1,2,0,0,0,0,0,0,2,0,2,0.061691542288557194,0.17012462497115163,0
0,0,1,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,3,0.5089552238805971,0.005838910685437342,1
1,0,1,0,0.5833333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0.217910447761194,0.18546618970690054,0
0,0,0,0,0.09722222222222221,1,1,1,0,0,0,0,0,0,0,1,2,0.5636815920398011,0.06027579044541888,1
1,0,1,0,0.9305555555555555,1,1,2,0,0,0,0,0,0,2,0,1,0.07313432835820893,0.20379644588045237,0
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5184079601990049,0.00594853450265405,0
1,0,1,0,0.9166666666666666,1,1,0,1,1,1,1,1,1,2,0,0,0.7308457711442786,0.6989499192245557,0
0,0,0,0,0.8472222222222222,1,1,1,0,0,1,0,0,1,0,0,3,0.7059701492537314,0.6325640433879529,0
1,0,1,1,0.05555555555555555,1,1,2,0,0,0,0,0,0,1,0,1,0.05820895522388059,0.00626586660512347,0
0,1,1,0,0.5833333333333333,1,0,1,1,0,0,0,0,0,0,1,1,0.5562189054726369,0.37048234479575354,1
0,0,1,1,0.8888888888888888,1,1,0,0,1,0,0,0,0,1,1,0,0.35422885572139307,0.39015116547426726,0
0,1,1,0,0.75,1,1,1,1,1,1,1,1,1,1,1,0,0.9686567164179104,0.7399319178398338,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,1,0.014925373134328346,0.0001096238172167089,0
1,0,1,1,0.75,1,1,2,0,0,0,0,0,0,2,1,0,0.057711442786069655,0.13986845141933996,0
0,0,0,1,0.25,1,1,2,0,0,0,0,0,0,2,0,1,0.07014925373134329,0.05029425340410801,0
1,0,0,0,0.041666666666666664,1,0,1,0,1,0,0,0,1,0,0,2,0.6572139303482587,0.024953842603277175,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5159203980099502,0.005919686129702285,1
0,0,1,1,1.0,1,1,0,1,1,1,1,1,1,2,0,1,0.7114427860696517,0.7589545349642279,0
1,1,1,0,0.8333333333333333,1,0,1,0,1,1,0,1,1,1,1,2,0.7930348258706468,0.6748442187860605,0
0,0,1,1,0.15277777777777776,1,0,2,0,0,0,0,0,0,1,1,3,0.01741293532338306,0.020488114470343873,0
0,0,0,1,0.16666666666666666,1,1,1,1,0,0,0,0,0,0,1,2,0.5975124378109452,0.10275213477959844,1
1,0,1,1,0.8472222222222222,1,0,1,0,1,1,1,1,1,1,0,1,0.8522388059701492,0.7420205400415416,0
0,0,0,0,0.5416666666666666,1,0,2,0,0,0,0,0,0,2,0,1,0.024378109452736302,0.08581237018232173,0
1,0,0,0,0.7638888888888888,1,1,1,0,0,0,0,1,1,0,1,2,0.781592039800995,0.6075640433879529,1
0,0,0,0,0.2361111111111111,1,1,1,1,1,0,0,1,0,0,1,2,0.7577114427860697,0.18447957535195017,1
1,0,0,0,0.5138888888888888,1,0,2,0,0,0,0,0,0,1,0,1,0.018905472636815884,0.08850103854142627,0
0,0,1,0,1.0,1,1,2,0,0,0,0,0,0,2,1,3,0.0771144278606965,0.2027694438033695,0
1,1,1,0,1.0,1,1,0,0,1,1,1,1,0,2,0,1,0.5880597014925373,0.620522732517886,0
0,0,0,0,0.1111111111111111,1,0,0,1,0,0,1,0,1,0,0,0,0.47562189054726367,0.06412416339718441,0
0,0,1,1,0.3055555555555555,1,0,2,0,0,0,0,0,0,0,0,3,0.01641791044776117,0.04402261712439419,0
0,0,0,0,0.013888888888888888,1,0,1,0,1,0,0,1,0,0,0,2,0.6572139303482587,0.007558273713362567,1
0,0,0,0,0.5277777777777778,1,1,0,0,1,0,1,0,1,0,0,1,0.49651741293532337,0.30435033464112626,0
1,0,0,1,0.2361111111111111,1,0,0,0,1,1,1,1,1,1,0,2,0.6228855721393034,0.16468382183244867,0
0,1,0,0,0.9722222222222222,1,1,0,0,1,1,1,1,0,2,1,0,0.5696517412935324,0.5993364874221093,0
0,1,1,1,1.0,1,1,0,1,1,1,1,1,1,2,0,1,0.7383084577114428,0.7409935379644588,1
0,0,0,0,0.38888888888888884,1,0,1,0,0,0,0,0,1,0,1,2,0.6203980099502486,0.2568832217862912,0
0,0,0,0,0.20833333333333331,1,0,1,0,1,0,0,1,0,0,1,0,0.6462686567164179,0.12822524809600738,0
1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,2,1,0,0.68955223880597,0.7436360489268405,0
0,1,1,0,0.15277777777777776,1,1,1,0,0,1,0,1,1,0,1,2,0.8089552238805969,0.12836372028617588,1
1,1,0,0,0.1111111111111111,1,1,1,0,0,1,0,0,0,0,1,2,0.6268656716417911,0.06544541887837527,1
0,0,1,0,0.7916666666666666,1,1,1,0,1,1,1,1,1,1,1,0,0.9069651741293533,0.7193514885760443,0
1,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,0,0.01691542288557213,0.00013270251557812116,1
0,0,1,0,0.6388888888888888,0,0,0,1,1,0,0,1,0,0,0,2,0.2716417910447761,0.23578929148396033,0
1,0,1,0,0.41666666666666663,1,0,2,0,0,0,0,0,0,1,0,1,0.024378109452736302,0.06557812139395339,0
1,1,1,0,0.1388888888888889,1,0,1,1,0,0,0,0,0,0,0,2,0.5676616915422885,0.08096584352642512,0
1,0,1,0,0.3194444444444444,1,1,1,1,1,1,0,1,0,0,1,2,0.8059701492537313,0.25012693284098775,1
1,0,0,0,0.4444444444444444,1,0,1,1,1,1,0,0,1,0,1,1,0.7477611940298508,0.3416224324948073,0
1,0,0,0,0.18055555555555555,1,0,1,1,0,0,0,0,0,0,1,1,0.5522388059701492,0.10822178629125317,0
0,0,0,0,0.5416666666666666,1,0,1,0,0,1,1,0,0,2,1,2,0.618905472636816,0.36726863604892684,1
0,0,0,0,0.611111111111111,1,0,1,0,1,1,0,1,0,0,1,1,0.6955223880597016,0.4563120240018463,0
1,1,0,0,0.125,1,0,0,0,0,0,1,0,0,0,0,3,0.3079601990049751,0.04951534733441034,0
0,0,1,0,0.9305555555555555,1,0,2,0,0,0,0,0,0,2,0,3,0.013930348258706454,0.15190399261481655,0
1,0,1,1,0.125,1,1,1,0,0,1,0,0,0,0,1,0,0.607960199004975,0.07413454881144704,1
0,0,0,0,0.20833333333333331,1,1,1,0,1,0,0,0,0,0,1,2,0.6119402985074627,0.1261308562197092,1
0,0,1,0,0.986111111111111,1,1,1,0,1,1,0,1,1,2,1,0,0.8646766169154229,0.8696284329563813,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,0,0,0,0,1,0.30597014925373134,0.003484883452573275,0
0,0,1,1,0.41666666666666663,1,1,1,0,0,1,0,1,1,0,1,2,0.8139303482587064,0.3493364874221094,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.508457711442786,0.005833141010846987,1
1,0,1,0,0.2361111111111111,0,0,0,0,1,0,0,1,1,0,1,3,0.3139303482587064,0.09433994922686362,0
0,0,0,0,0.041666666666666664,1,0,1,0,0,0,1,0,1,0,0,2,0.672139303482587,0.02924071082390953,1
1,0,1,1,0.9305555555555555,1,1,0,1,0,1,0,1,1,2,1,2,0.6114427860696517,0.6086545118855297,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,0,0.026865671641791017,0.00024809600738518334,0
0,1,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,0,0,0,3,0.32139303482587056,0.003663743364874221,1
0,1,1,0,0.4444444444444444,1,1,1,0,0,1,0,0,0,0,0,3,0.6074626865671642,0.29439187629817676,0
1,0,1,1,0.5694444444444444,1,0,2,0,0,0,0,0,0,1,0,0,0.01243781094527363,0.0899376875144242,0
1,0,1,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,1,2,0.6199004975124378,0.007125548119086083,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0.2577114427860696,0.002925225017309023,0
0,0,1,1,0.16666666666666666,1,1,1,0,1,1,0,0,0,0,1,2,0.6592039800995024,0.10363489499192247,1
1,0,1,1,0.861111111111111,1,1,1,1,1,0,0,1,1,0,1,2,0.8681592039800995,0.7464112624048004,0
0,0,0,0,0.3055555555555555,1,0,1,0,1,0,0,0,1,0,1,3,0.6572139303482587,0.211960535425802,1
0,0,0,1,0.2361111111111111,1,1,1,0,1,1,1,0,0,0,1,1,0.7407960199004975,0.17748096007385183,0
0,0,1,1,1.0,1,1,2,0,0,0,0,0,0,2,1,0,0.07960199004975121,0.22723863374105702,0
1,0,1,1,0.7777777777777777,1,1,1,0,1,0,1,1,0,0,1,1,0.7830845771144279,0.6246711285483498,0
0,0,0,0,0.125,1,0,2,0,0,0,0,0,0,0,1,1,0.021890547263681587,0.014856912070159243,0
1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,2,1,0,0.9706467661691541,0.9700092314793446,0
1,0,0,0,0.2777777777777778,1,0,1,1,1,1,1,1,1,0,1,0,0.8950248756218905,0.2521232402492499,0
1,0,1,1,0.2638888888888889,1,0,2,0,0,0,0,0,0,2,0,3,0.019402985074626844,0.04253404108008309,0
1,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,1,2,0.4925373134328358,0.011291253173321025,1
1,0,0,0,0.736111111111111,0,0,0,0,0,1,1,1,1,1,0,1,0.36467661691542286,0.34929033002538656,0
0,1,0,0,0.375,1,1,1,0,0,0,0,0,1,0,1,2,0.6666666666666666,0.26176436648972995,1
1,0,0,0,0.08333333333333333,1,0,2,0,0,0,0,0,0,0,0,0,0.018905472636815884,0.012889453034848834,0
1,0,1,1,0.125,1,1,1,0,0,1,0,1,0,1,1,2,0.717412935323383,0.0864412647126702,0
0,0,1,1,0.1111111111111111,1,1,0,0,1,0,0,0,0,0,0,2,0.3731343283582089,0.04938841449342258,0
0,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,1,2,0,0,0.9587064676616915,0.9325467343641819,0
0,0,0,0,0.1388888888888889,1,1,1,0,1,0,0,0,0,0,1,0,0.6149253731343283,0.09368797599815372,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.01741293532338306,0.00013847219016847444,1
0,0,1,0,0.986111111111111,0,0,0,1,1,1,1,1,1,1,0,0,0.48308457711442776,0.5389279944611124,0
1,0,1,0,0.9444444444444444,1,0,1,0,1,0,1,1,1,1,1,2,0.8164179104477611,0.7772386337410571,0
1,0,0,0,0.4722222222222222,1,1,1,0,1,0,1,1,1,0,1,2,0.8666666666666666,0.4063985691207016,0
1,0,0,0,0.3611111111111111,1,0,1,0,1,1,1,0,0,1,1,2,0.6661691542288557,0.24991922455573504,0
0,0,0,0,0.3055555555555555,1,0,0,1,0,0,0,0,0,0,1,1,0.3039800995024875,0.1195245788137549,1
1,0,0,0,0.09722222222222221,1,0,2,0,0,0,0,0,0,0,1,3,0.006965174129353213,0.01289522270943919,0
0,0,1,0,0.2777777777777778,1,0,1,0,0,0,0,0,0,0,1,0,0.5129353233830846,0.1755769674590353,0
