gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,0.41666666666666663,1,0,2,0,0,0,0,0,0,2,0,3,0.014427860696517386,0.0669801523194092,0
0,0,1,0,0.7638888888888888,1,1,0,1,1,0,1,0,0,1,1,1,0.47562189054726367,0.39733441033925687,0
0,0,1,0,0.3472222222222222,0,0,0,0,0,0,0,1,0,0,1,0,0.15671641791044777,0.09626125086545119,1
1,1,1,0,0.1388888888888889,1,0,1,0,1,1,1,1,0,0,1,3,0.7388059701492538,0.10561966305100394,1
1,0,1,1,0.611111111111111,0,0,0,1,1,1,1,0,1,2,1,1,0.3562189054726368,0.2719132240941611,0
0,0,0,0,0.6527777777777778,1,0,0,1,1,0,1,0,0,1,1,3,0.4044776119402985,0.32243826448188323,0
0,0,1,1,0.18055555555555555,1,0,1,0,0,0,0,1,1,0,0,2,0.6975124378109452,0.13893376413570274,1
0,0,1,1,0.6805555555555555,1,1,1,0,1,1,1,1,1,2,1,0,0.8925373134328359,0.6086314331871683,1
0,0,1,0,0.8888888888888888,1,0,1,1,0,0,1,1,1,1,1,3,0.782587064676617,0.7264654973459498,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.008457711442786064,3.4618047542118394e-05,0
1,0,0,0,0.2777777777777778,1,0,0,0,0,0,1,0,0,0,0,3,0.31592039800995025,0.11357604431110085,0
0,0,1,0,0.5138888888888888,0,0,0,1,0,0,1,1,0,2,0,2,0.27014925373134324,0.18166397415185784,0
1,0,1,1,0.41666666666666663,1,1,1,0,0,0,0,1,0,0,0,2,0.6686567164179105,0.2874624971151627,0
0,0,0,0,0.5277777777777778,1,1,0,1,1,1,0,1,1,1,0,0,0.6552238805970149,0.36566466651280866,0
0,1,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,3,0.5592039800995025,0.006421647819063005,1
0,0,0,0,0.5138888888888888,1,0,0,0,0,0,0,1,1,0,1,2,0.4626865671641791,0.2684514193399492,1
0,0,1,0,0.7222222222222222,0,0,0,1,1,1,1,1,1,2,0,1,0.4776119402985074,0.3821024694207247,0
1,0,0,1,0.986111111111111,1,0,0,1,1,1,1,1,0,2,1,1,0.5835820895522389,0.635114239556889,0
1,0,0,0,0.3611111111111111,1,0,1,0,1,1,0,1,0,0,0,2,0.7119402985074627,0.2673090237710593,1
1,0,0,0,0.9166666666666666,1,1,0,1,1,1,0,0,1,2,1,1,0.5606965174129352,0.5515347334410339,0
1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,2,1,1,0.9820895522388059,0.9895684283406415,0
1,0,0,1,0.3472222222222222,0,0,0,1,0,0,0,1,0,1,1,1,0.22288557213930343,0.10982575582737134,0
1,0,1,1,0.9583333333333333,1,1,1,1,1,1,1,1,1,2,1,0,0.9562189054726368,0.8824140318486038,0
1,0,1,1,0.736111111111111,1,1,0,1,1,0,0,0,1,2,0,0,0.5119402985074627,0.42317678282944843,0
0,0,0,0,0.16666666666666666,1,0,1,0,0,1,0,1,1,1,0,3,0.7686567164179104,0.12651165474267254,1
1,0,0,0,0.3611111111111111,1,0,1,0,0,1,1,1,1,0,1,2,0.8,0.2905838910685437,0
1,0,0,0,0.29166666666666663,1,0,0,0,0,1,0,0,1,0,0,3,0.43184079601990044,0.15864297253634896,0
0,0,0,1,0.013888888888888888,1,0,1,0,0,0,0,1,1,0,1,2,0.707462686567164,0.00814101084698823,0
1,0,0,0,0.6666666666666666,1,1,1,1,0,0,1,0,1,0,1,2,0.7676616915422886,0.5107892914839604,0
0,0,1,0,0.3611111111111111,0,0,0,1,0,1,0,0,0,1,0,1,0.1706467661691542,0.11075467343641819,0
1,0,1,0,0.8333333333333333,1,0,2,0,0,0,0,0,0,2,0,3,0.01691542288557213,0.1430129240710824,0
1,0,0,0,0.25,1,0,2,0,0,0,0,0,0,0,0,3,0.009950248756218888,0.03606623586429726,0
0,1,0,0,0.1388888888888889,0,0,0,0,0,0,1,0,0,0,1,2,0.11343283582089547,0.031456265866605125,1
1,0,1,1,0.06944444444444445,1,1,1,1,0,1,0,0,0,0,1,2,0.6592039800995024,0.05019039926148166,1
0,0,0,1,0.05555555555555555,1,0,2,0,0,0,0,0,0,1,1,3,0.021393034825870627,0.007610200784675745,0
1,0,1,1,0.9027777777777777,1,1,2,0,0,0,0,0,0,2,0,1,0.06467661691542287,0.19574198015231942,0
1,0,1,1,0.9722222222222222,1,1,2,0,0,0,0,0,0,2,0,3,0.07064676616915422,0.1957477498269098,0
1,0,0,0,0.25,1,1,1,0,0,1,0,0,1,0,1,1,0.7208955223880598,0.18214285714285716,1
1,0,0,1,0.861111111111111,1,0,2,0,0,0,0,0,0,2,0,0,0.01741293532338306,0.14208400646203553,0
0,0,1,1,0.9166666666666666,1,0,0,1,0,0,0,1,0,2,1,2,0.4129353233830846,0.459035310408493,0
0,0,1,1,0.9027777777777777,1,1,0,1,1,0,1,1,1,2,1,0,0.6393034825870647,0.5996192014770367,0
0,1,0,0,0.041666666666666664,1,0,1,0,0,0,0,0,0,0,1,2,0.517910447761194,0.025005769674590353,1
0,0,0,0,0.4722222222222222,1,0,2,0,0,0,0,0,0,0,0,3,0.020895522388059695,0.07551350103854143,0
1,0,1,1,0.2222222222222222,1,1,1,0,0,1,0,1,0,0,1,0,0.7218905472636815,0.1642510962381722,0
0,0,0,0,0.75,1,1,1,1,0,1,0,1,1,1,1,0,0.8527363184079603,0.6485402723286406,1
0,1,0,0,0.6944444444444444,1,1,1,0,0,1,1,1,1,0,1,2,0.8626865671641791,0.6004558042926379,0
1,0,1,0,0.986111111111111,1,0,1,0,1,1,1,1,1,2,1,2,0.8656716417910447,0.8392510962381722,0
0,0,0,0,0.1388888888888889,1,1,1,0,0,0,0,0,0,0,1,2,0.5621890547263682,0.09010500807754443,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,0,0,0,1,2,0.32388059701492533,0.0036925917378259863,1
1,0,0,0,0.25,1,1,2,0,0,0,0,0,0,1,0,3,0.05472636815920398,0.04681513962612509,0
1,0,0,0,0.05555555555555555,1,0,0,0,0,0,1,1,0,0,1,2,0.4283582089552238,0.026609739210708517,0
0,0,1,1,0.8055555555555555,1,1,0,1,0,1,1,1,0,2,0,3,0.572636815920398,0.5073794138010617,0
0,0,1,0,0.7777777777777777,1,1,1,1,0,0,0,1,1,1,1,2,0.7935323383084577,0.6060235402723286,0
1,0,0,0,0.027777777777777776,1,0,1,0,0,0,0,1,0,0,1,2,0.6169154228855721,0.014510731594738056,1
1,0,1,0,0.4444444444444444,1,1,1,0,0,1,0,0,0,0,1,2,0.6034825870646766,0.28030810062312483,1
1,0,1,1,0.7777777777777777,0,0,0,1,1,0,1,1,0,1,1,3,0.33582089552238803,0.3307292868682206,0
1,0,0,0,0.5,1,1,1,0,0,0,0,0,1,0,1,2,0.6616915422885572,0.34979806138933767,1
0,0,0,0,0.05555555555555555,1,1,0,0,0,0,1,1,0,0,1,3,0.4592039800995025,0.02702515578121394,0
1,0,0,0,0.736111111111111,1,1,1,0,0,0,0,1,0,0,0,0,0.6686567164179105,0.5190918532194784,1
1,0,0,0,0.1388888888888889,1,0,0,0,0,0,0,0,0,0,1,1,0.2741293532338308,0.04816524348026772,0
1,0,0,0,0.05555555555555555,0,0,0,0,0,0,1,0,0,0,0,2,0.12189054726368159,0.011493191783983385,0
1,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.01641791044776117,0.00012693284098776788,1
0,0,1,0,0.7083333333333333,1,0,1,0,0,0,0,0,0,0,0,3,0.5064676616915423,0.41897069005308096,0
1,1,0,0,0.16666666666666666,1,1,1,0,0,1,0,1,1,0,1,2,0.8079601990049752,0.1363201015462728,1
0,0,0,0,0.08333333333333333,0,0,0,0,0,0,1,1,1,1,1,3,0.30845771144278605,0.0273251788599123,0
1,0,1,1,0.875,0,0,0,0,1,1,1,0,0,2,0,0,0.20995024875621893,0.2742037849065313,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5208955223880596,0.005977382875605816,1
0,0,1,0,0.6666666666666666,1,1,1,0,1,0,1,1,1,0,1,1,0.8641791044776118,0.5844391876298177,0
0,0,0,0,0.06944444444444445,1,0,1,0,0,0,0,1,0,0,1,1,0.6243781094527363,0.042787906762058625,1
0,0,0,1,0.4861111111111111,1,0,2,0,0,0,0,0,0,1,1,1,0.01840796019900498,0.07220170782367875,0
1,0,0,0,0.08333333333333333,1,0,1,0,1,0,0,1,0,0,1,2,0.6626865671641791,0.05823909531502424,1
1,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,3,0.014925373134328346,0.002365566582044772,0
0,0,0,0,0.6944444444444444,1,0,2,0,0,0,0,0,0,1,0,0,0.014925373134328346,0.11196053542580199,0
0,0,0,0,0.4583333333333333,1,0,1,0,0,0,0,0,0,0,1,0,0.518905472636816,0.27547888299099926,0
1,0,0,0,0.4305555555555555,1,0,2,0,0,0,0,0,0,2,0,3,0.021890547263681587,0.07151511654742672,0
0,0,1,1,0.125,1,0,2,0,0,0,0,0,0,2,0,3,0.020895522388059695,0.019882298638356794,0
0,0,1,1,0.75,1,1,0,0,1,1,1,1,1,0,1,2,0.6761194029850747,0.5198765289637665,0
0,0,0,0,0.6388888888888888,1,0,1,1,1,1,0,1,0,1,1,1,0.7701492537313434,0.5360489268405262,0
1,0,0,1,0.4722222222222222,1,1,1,1,1,0,0,1,1,1,1,2,0.8512437810945274,0.39833833371797833,0
1,0,1,1,0.986111111111111,1,1,1,1,0,0,0,1,1,2,1,2,0.7855721393034826,0.7952342487883683,0
0,0,1,1,0.875,1,0,0,1,1,1,1,0,0,2,0,3,0.4507462686567164,0.4610431571659358,0
0,0,0,0,0.7083333333333333,1,1,2,0,0,0,0,0,0,2,0,0,0.06666666666666665,0.14645741980152321,0
0,1,0,0,0.3611111111111111,1,1,1,0,1,0,0,1,0,0,1,2,0.7054726368159204,0.2606565889683822,1
0,0,1,0,0.8888888888888888,1,0,1,1,0,1,0,1,1,2,1,0,0.8034825870646766,0.7335564274174937,0
0,1,1,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,2,0.06517412935323383,0.0006923609508423722,1
1,1,1,0,0.8472222222222222,1,1,1,0,1,0,1,0,0,1,1,0,0.6696517412935323,0.6038483729517655,0
0,0,0,0,0.20833333333333331,1,0,1,0,0,1,0,1,1,0,1,1,0.753731343283582,0.17154973459496886,0
1,0,0,0,0.8888888888888888,1,1,1,0,1,0,1,1,1,1,1,1,0.8696517412935324,0.7944034156473575,1
0,0,0,0,0.25,1,1,0,0,0,0,0,0,0,0,1,2,0.3189054726368159,0.10321947842141703,0
0,0,1,1,0.7916666666666666,1,0,1,0,1,0,0,1,1,1,1,2,0.763681592039801,0.6366258942995615,0
1,0,1,1,0.19444444444444442,1,0,0,1,1,0,0,0,1,2,1,0,0.4293532338308458,0.09193976459727672,0
1,1,0,0,0.25,1,1,1,0,1,0,0,0,0,0,1,1,0.6199004975124378,0.16072582506346644,0
0,1,1,0,1.0,1,1,1,1,0,0,0,0,0,2,0,0,0.599502487562189,0.6442937918301408,0
1,0,1,0,0.9722222222222222,1,1,1,1,1,1,1,1,1,2,0,1,0.9557213930348257,0.9491691668589891,0
0,0,0,0,0.5277777777777778,1,0,2,0,0,0,0,0,0,2,0,3,0.01791044776119402,0.08339487652896377,0
1,0,1,1,0.9444444444444444,1,0,0,1,1,1,1,0,0,2,0,1,0.4417910447761194,0.5027694438033695,0
1,0,0,0,0.18055555555555555,1,0,1,0,0,0,0,0,1,0,1,2,0.6228855721393034,0.11422801753981077,1
1,1,1,0,0.9027777777777777,1,1,1,1,1,0,0,1,0,2,1,1,0.7407960199004975,0.6865451188552966,0
0,0,0,0,0.41666666666666663,1,1,1,0,0,1,0,1,1,0,0,2,0.817910447761194,0.3551927071313178,0
1,0,1,0,0.7083333333333333,1,1,0,0,0,0,1,1,1,2,1,0,0.5666666666666667,0.44800946226632815,0
0,0,0,0,0.4305555555555555,1,1,1,1,0,1,0,0,0,0,1,1,0.6616915422885572,0.29939995384260326,0
0,0,1,0,0.125,1,0,1,0,0,0,0,1,1,0,0,2,0.708457711442786,0.0962727902146319,1
0,0,1,1,1.0,1,1,0,1,1,1,1,0,1,2,1,0,0.6094527363184079,0.6511539349180706,0
1,0,0,0,0.1388888888888889,1,1,0,0,0,0,0,1,1,0,1,1,0.536318407960199,0.0894818832217863,1
0,0,0,0,0.5138888888888888,1,0,2,0,0,0,0,0,0,1,1,2,0.015422885572139305,0.07803484883452573,0
0,0,0,0,0.027777777777777776,1,0,0,0,0,1,1,1,1,0,0,2,0.5786069651741294,0.016385875836602816,1
1,0,0,0,0.7638888888888888,1,0,1,1,1,0,0,1,1,1,1,3,0.8223880597014926,0.6385010385414263,0
1,0,0,1,0.4583333333333333,1,1,1,1,0,1,0,0,1,0,1,0,0.7666666666666666,0.3757615970459266,0
0,0,1,1,0.6388888888888888,1,0,1,0,0,1,1,0,1,1,0,0,0.7233830845771144,0.4867066697438265,0
0,0,0,1,0.013888888888888888,1,0,0,1,0,0,1,0,0,0,0,2,0.3606965174129353,0.004119547657512116,0
0,1,0,0,0.2777777777777778,1,1,0,0,0,0,0,0,1,0,1,3,0.4313432835820895,0.1333429494576506,1
1,0,1,0,0.125,1,0,1,0,1,1,0,0,0,0,1,2,0.6134328358208956,0.08341795522732519,1
1,1,0,0,0.4444444444444444,1,1,1,0,0,0,0,1,1,0,1,1,0.7751243781094528,0.3462324024924994,1
0,0,1,1,0.2638888888888889,1,0,0,0,0,1,0,0,0,0,1,0,0.3119402985074627,0.10894299561504732,0
0,0,1,0,0.9722222222222222,1,1,0,1,0,1,1,0,0,2,0,1,0.46815920398009947,0.547074774982691,1
0,0,0,1,0.8472222222222222,1,1,2,0,0,0,0,0,0,2,1,1,0.06716417910447761,0.1707304408031387,0
1,0,0,0,0.3611111111111111,1,0,0,0,0,0,0,0,0,0,0,2,0.27064676616915423,0.14012808677590585,0
1,0,1,0,0.625,1,1,1,0,1,1,0,1,1,0,1,0,0.890547263681592,0.56127394414955,0
1,0,1,1,0.861111111111111,1,1,1,0,0,1,0,1,0,2,1,1,0.7049751243781094,0.6222997922917147,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.013930348258706454,9.808446803600233e-05,1
0,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,3,0.26368159203980096,0.014914608816062776,0
0,0,1,1,0.5694444444444444,1,1,1,1,1,1,0,0,1,1,1,0,0.8293532338308457,0.4513904915762751,0
1,0,1,1,0.9305555555555555,1,0,1,0,1,1,1,1,1,2,0,0,0.8447761194029851,0.7935264251096238,0
1,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,1,0,0,1,3,0.6606965174129353,0.007598661435495038,1
0,0,1,0,0.986111111111111,1,1,1,1,1,0,0,1,0,1,0,3,0.7701492537313434,0.7890780060004615,0
0,0,1,1,0.5138888888888888,1,0,0,1,1,0,0,1,1,1,0,0,0.5656716417910447,0.3046388183706439,0
1,0,1,0,0.8333333333333333,1,0,0,1,1,0,1,0,0,2,1,3,0.42885572139303485,0.4324255711977844,0
0,1,1,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5104477611940298,0.0058562197092084005,1
0,0,0,0,0.08333333333333333,1,0,2,0,0,0,0,0,0,0,0,1,0.014427860696517386,0.012779829217632127,0
0,0,0,0,0.18055555555555555,0,0,0,0,1,0,0,0,0,0,1,2,0.127363184079602,0.037900992384029546,1
0,0,1,1,0.15277777777777776,1,0,0,1,0,0,0,0,0,0,0,0,0.32587064676616917,0.06495499653819525,0
1,0,0,0,0.09722222222222221,1,0,0,1,0,0,0,0,0,0,1,3,0.32587064676616917,0.03868566812831757,1
0,0,1,1,0.1388888888888889,1,0,1,0,0,0,0,1,1,0,1,2,0.7024875621890546,0.1050830833141011,0
1,0,1,0,0.4722222222222222,1,0,2,0,0,0,0,0,0,2,0,1,0.01791044776119402,0.07618278329102239,0
0,0,0,0,0.861111111111111,1,0,0,1,0,0,1,0,1,2,1,3,0.46616915422885563,0.4417205169628433,0
1,0,1,0,0.8888888888888888,1,1,0,0,1,0,1,0,1,1,1,3,0.5164179104477612,0.5148742210939303,0
0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,0,0.25970149253731345,0.0029483037156704363,1
1,0,0,0,0.3472222222222222,1,0,2,0,0,0,0,0,0,2,1,3,0.02487562189054726,0.05545811216247404,0
0,0,0,0,0.3611111111111111,1,0,0,0,1,1,0,0,0,1,1,3,0.3761194029850746,0.17705977382875607,0
1,0,0,1,0.1388888888888889,1,0,2,0,0,0,0,0,0,1,1,0,0.01691542288557213,0.023159473805677358,0
0,0,0,0,0.736111111111111,1,1,1,1,1,1,0,1,0,1,0,3,0.799502487562189,0.61078352180937,0
0,0,0,0,0.09722222222222221,1,0,1,0,0,0,0,1,0,0,1,2,0.6114427860696517,0.06545695822755597,1
1,0,0,0,0.4583333333333333,1,0,1,0,1,1,0,0,0,0,1,1,0.6044776119402985,0.2951765520424648,0
0,1,1,0,0.986111111111111,1,0,1,0,1,1,0,0,1,2,0,1,0.708457711442786,0.7404165705054235,0
0,0,0,0,0.40277777777777773,1,1,1,0,0,0,0,0,0,0,1,2,0.5567164179104478,0.22783867989845374,0
1,0,1,1,0.3333333333333333,1,1,0,1,0,0,1,1,1,0,0,0,0.6243781094527363,0.21983037156704363,0
1,0,1,1,0.2777777777777778,1,0,0,0,0,1,0,0,0,0,1,2,0.3119402985074627,0.10627740595430418,0
0,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,1,0,0,1,2,0.6601990049751243,0.007592891760904685,0
1,0,0,1,0.75,1,1,0,0,1,0,0,0,0,0,1,1,0.3656716417910447,0.3547022847911378,1
0,1,0,0,0.06944444444444445,1,0,1,0,0,1,0,1,0,0,1,3,0.6626865671641791,0.04578236787445188,1
0,0,1,1,1.0,1,1,0,1,0,1,1,1,1,2,1,0,0.6562189054726368,0.6886395107315948,0
1,0,1,0,0.7222222222222222,1,0,1,1,1,1,1,1,1,2,1,2,0.8761194029850746,0.6309946918993768,0
0,0,0,0,0.125,1,0,1,0,0,0,0,0,0,0,0,2,0.5054726368159204,0.07300946226632818,0
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,3,0.27014925373134324,0.003069466882067851,0
1,1,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,2,0.5512437810945274,0.006329333025617356,1
1,0,1,1,0.4583333333333333,1,0,0,0,0,1,1,1,1,1,1,3,0.5537313432835821,0.2753577198246019,1
0,0,1,0,0.7638888888888888,1,1,1,0,0,1,0,0,0,0,1,2,0.5920398009950248,0.512272097853681,1
1,0,1,1,0.9583333333333333,1,1,1,0,0,0,1,1,1,2,1,2,0.8069651741293532,0.789020309254558,0
1,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0,1,3,0.3233830845771144,0.003686822063235633,0
1,0,0,0,0.75,1,1,0,1,0,1,1,1,1,2,0,0,0.6850746268656716,0.5442418647588276,0
1,0,0,1,0.4583333333333333,1,0,2,0,0,0,0,0,0,1,1,3,0.018905472636815884,0.07654627279021463,0
1,1,1,0,0.625,1,1,1,0,1,1,1,1,0,1,1,0,0.800497512437811,0.5200784675744288,0
0,0,0,1,0.15277777777777776,0,0,0,0,0,0,0,0,0,0,0,2,0.06915422885572137,0.03487768289868452,0
1,0,0,0,0.08333333333333333,1,0,0,1,1,0,0,0,0,0,1,0,0.372636815920398,0.03656242787906762,0
1,0,0,0,0.29166666666666663,1,0,0,1,0,1,0,1,0,0,0,0,0.4686567164179104,0.16219709208400648,0
0,0,1,1,0.9027777777777777,1,1,2,0,0,0,0,0,0,2,1,0,0.07014925373134329,0.19960189245326565,0
0,1,1,0,0.08333333333333333,1,1,1,0,0,0,0,0,1,0,1,2,0.6577114427860695,0.052630971613201016,1
0,0,0,0,0.1111111111111111,1,0,1,1,0,0,0,1,0,0,0,2,0.663681592039801,0.07495961227786753,1
1,0,0,0,0.15277777777777776,1,0,1,0,0,0,1,0,0,0,1,2,0.553233830845771,0.10471382414031849,1
1,0,1,1,0.5972222222222222,1,1,2,0,0,0,0,0,0,2,0,3,0.05970149253731341,0.12221901684744982,0
1,0,1,1,0.6805555555555555,0,0,0,0,1,0,0,1,1,1,1,0,0.3338308457711442,0.29107431340872375,1
0,1,1,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,2,0.2761194029850746,0.0031387029771520886,1
1,1,0,0,0.20833333333333331,1,0,1,0,0,0,0,0,1,0,1,2,0.6084577114427862,0.1312370182321717,1
1,0,1,1,0.8333333333333333,1,0,0,1,1,1,0,0,0,2,0,0,0.4203980099502488,0.4241460881606277,0
1,0,0,0,0.2361111111111111,0,0,0,0,0,0,0,0,0,0,0,1,0.0681592039800995,0.042003231017770606,0
1,1,1,0,0.2222222222222222,1,0,1,0,0,0,0,0,0,0,1,0,0.5328358208955224,0.13258712208631435,1
1,0,1,1,0.4861111111111111,1,0,2,0,0,0,0,0,0,1,0,0,0.01791044776119402,0.08400069236095085,0
1,1,1,0,0.611111111111111,1,1,1,0,1,0,0,0,1,1,0,3,0.6980099502487562,0.44935379644588047,1
0,0,1,1,0.16666666666666666,0,0,0,0,0,0,1,0,0,1,0,1,0.11940298507462688,0.04039349180706209,0
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.019402985074626844,0.0001615508885298867,0
0,0,0,0,0.38888888888888884,1,0,0,1,1,0,1,0,0,1,1,2,0.4144278606965174,0.1887722132471729,0
1,0,1,0,0.9722222222222222,1,1,2,0,0,0,0,0,0,2,0,0,0.06865671641791044,0.22179206092776368,0
0,0,0,1,0.06944444444444445,1,0,0,0,0,0,0,0,0,0,0,3,0.2761194029850746,0.023413339487652896,1
1,0,0,0,0.25,1,0,1,0,1,1,0,1,1,0,0,1,0.8263681592039801,0.2049215324255712,0
1,0,1,0,0.9722222222222222,1,1,0,1,0,0,1,1,1,2,1,1,0.5840796019900497,0.6082390953150243,0
0,0,1,1,0.125,1,1,0,0,1,0,0,0,0,0,1,3,0.3686567164179104,0.05566582044772675,0
0,1,0,0,0.9305555555555555,1,0,1,1,1,0,1,1,0,2,1,0,0.7383084577114428,0.7064447265174245,0
0,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0,1,0,0.300497512437811,0.0034214170320793907,0
0,0,1,1,0.25,1,0,2,0,0,0,0,0,0,2,0,3,0.010945273631840807,0.03351603969536118,0
1,0,0,0,0.05555555555555555,1,1,0,0,0,0,0,0,0,0,0,1,0.33333333333333337,0.021036233556427416,1
1,1,1,1,0.986111111111111,1,0,1,1,1,1,0,0,0,1,1,0,0.6810945273631841,0.7108873759519964,0
1,0,1,1,0.41666666666666663,1,1,1,1,1,0,0,1,0,0,1,2,0.7577114427860697,0.3253981075467343,1
1,0,1,0,0.013888888888888888,1,0,0,1,0,1,0,0,0,0,0,3,0.372636815920398,0.004258019847680591,0
0,0,0,0,0.7638888888888888,1,1,1,1,0,1,0,0,0,1,1,1,0.6567164179104478,0.5274694207246712,0
1,0,0,0,0.8194444444444444,1,0,0,0,0,1,1,1,0,0,1,2,0.46169154228855724,0.4288772213247173,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,3,0.5164179104477612,0.005925455804292638,1
0,0,1,0,0.09722222222222221,1,0,1,0,0,0,0,0,0,0,1,0,0.5069651741293533,0.05293676436648974,0
1,0,1,1,0.625,1,0,0,1,0,0,1,0,0,2,0,0,0.3621890547263681,0.29251096238172164,0
0,0,1,1,0.75,1,1,2,0,0,0,0,0,0,1,1,0,0.06467661691542287,0.1527059773828756,0
1,0,1,1,0.7083333333333333,1,1,2,0,0,0,0,0,0,1,1,3,0.056716417910447736,0.1381894761135472,0
0,1,1,0,1.0,1,1,1,0,1,1,0,1,1,1,0,1,0.86318407960199,0.8722882529425341,0
1,0,1,0,0.611111111111111,1,0,0,1,1,0,1,0,0,1,1,0,0.41393034825870645,0.2983094853450265,0
1,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,3,0.01791044776119402,0.002757904454188784,0
0,0,0,0,0.9166666666666666,1,1,1,0,0,1,0,1,0,1,1,0,0.7353233830845771,0.6967574428802216,0
1,0,1,1,0.9444444444444444,0,0,0,1,1,0,0,1,0,1,0,3,0.2641791044776119,0.342124394184168,0
0,0,0,0,0.4305555555555555,1,0,2,0,0,0,0,0,0,2,0,1,0.026368159203980085,0.07737710593122549,0
0,1,0,0,0.29166666666666663,1,1,1,0,0,0,0,1,1,0,1,0,0.7676616915422886,0.23151396261250864,0
1,0,0,1,0.29166666666666663,1,1,1,1,0,0,0,0,0,0,0,2,0.617910447761194,0.19944611123932612,0
0,0,1,1,0.7638888888888888,1,1,0,1,0,1,1,1,1,2,1,0,0.6651741293532337,0.535327717516732,0
1,0,0,0,0.125,0,0,0,0,0,0,0,1,0,0,1,1,0.16368159203980104,0.03199861527809832,1
1,1,1,0,0.986111111111111,1,1,1,1,1,1,1,1,1,2,1,0,0.96318407960199,0.9228940687745212,0
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,1,0,1,2,0.6253731343283582,0.007189014539579967,1
1,0,1,1,0.3055555555555555,1,0,2,0,0,0,0,0,0,1,0,3,0.01691542288557213,0.04785368105238865,0
0,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.02288557213930348,0.00020193861066235838,1
0,0,0,0,0.8472222222222222,1,1,1,0,0,1,1,1,1,2,1,2,0.8791044776119402,0.7396261250865451,1
0,0,1,0,0.9305555555555555,1,1,0,0,1,1,1,1,1,2,0,0,0.6756218905472637,0.6767885991230095,0
0,1,0,0,0.19444444444444442,1,0,1,1,1,0,0,0,0,0,0,2,0.6029850746268656,0.11827832910223864,0
1,0,1,0,0.8194444444444444,1,1,1,1,1,1,1,1,0,0,1,2,0.8805970149253731,0.7193745672744057,1
1,1,1,0,0.29166666666666663,1,0,1,0,0,1,0,1,0,0,0,0,0.6796019900497512,0.2121451650126933,0
1,0,0,0,0.05555555555555555,0,0,0,1,1,0,1,0,0,0,0,3,0.24029850746268655,0.014724209554581123,0
0,0,0,0,0.041666666666666664,1,0,1,0,0,0,0,1,1,0,1,2,0.708457711442786,0.02557696745903531,1
1,0,1,0,0.9722222222222222,1,1,2,0,0,0,0,0,0,2,0,0,0.05970149253731341,0.19678629125317335,0
0,0,0,0,0.041666666666666664,1,0,1,0,1,0,1,1,1,0,1,2,0.7925373134328358,0.034214170320793914,1
1,1,0,0,0.29166666666666663,1,0,2,0,0,0,0,0,0,1,0,0,0.02238805970149252,0.047397876759750754,0
1,0,0,0,0.2777777777777778,1,0,2,0,0,0,0,0,0,0,1,1,0.013432835820895522,0.03892799446111239,0
1,0,1,1,0.3055555555555555,1,0,2,0,0,0,0,0,0,1,0,0,0.019900497512437804,0.054171474728825296,0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0,1,3,0.372636815920398,0.004258019847680591,1
0,0,0,0,0.875,1,0,2,0,0,0,0,0,0,2,1,3,0.023383084577114438,0.14769213016385876,0
0,0,1,1,0.9722222222222222,1,0,2,0,0,0,0,0,0,2,0,0,0.015422885572139305,0.15692937918301408,0
1,0,0,0,0.18055555555555555,1,0,1,0,1,1,0,0,0,0,1,2,0.6124378109452736,0.11016039695361182,1
